439,"LARCENY, GRAND FROM OPEN AREAS, UNATTENDED"
440,AGGRAVATED GRAND LARCENY OF ATM
441,"LARCENY, GRAND OF AUTO"
461,UNAUTHORIZED USE VEHICLE 2
462,UNAUTHORIZED USE VEHICLE 3
464,JOSTLING
466,"ACCOSTING, FRAUDULENT"
475,UNAUTH. SALE OF TRANS. SERVICE
476,"CREDIT CARD, UNLAWFUL USE OF"
477,THEFT OF SERVICES- CABLE TV SE
478,"THEFT OF SERVICES, UNCLASSIFIE"
479,"THEFT, RELATED OFFENSES"
490,"STOLEN PROPERTY 3, POSSESSION"
493,STOLEN PROPERTY-MOTOR VEH 2ND
494,"STOLEN PROPERTY 2, 1, POSSESSION"
498,"STOLEN PROPERTY 2, POSSESSION B"
500,"CONTROLLED SUBSTANCE, POSSESS."
501,"CONTROLLED SUBSTANCE, POSSESS."
502,"CONTROLLED SUBSTANCE, POSSESS."
503,"CONTROLLED SUBSTANCE, INTENT TO"
505,"CONTROLLED SUBSTANCE, POSSESSI"
507,"CONTROLLED SUBSTANCE, POSSESSI"
508,"DRUG PARAPHERNALIA, POSSESSE"
510,"CONTROLLED SUBSTANCE, INTENT T"
511,"CONTROLLED SUBSTANCE, POSSESSI"
512,"CONTROLLED SUBSTANCE, SALE 1"
513,POSS METH MANUFACT MATERIAL
514,"CONTROLLED SUBSTANCE, SALE 2"
515,"CONTROLLED SUBSTANCE, SALE 3"
519,SALE SCHOOL GROUNDS 4
520,"CONTROLLED SUBSTANCE, SALE 4"
521,"CONTROLLED SUBSTANCE, SALE 5"
523,SALE SCHOOL GROUNDS
529,SALES OF PRESCRIPTION
531,"DRUG PARAPHERNALIA, POSSESSE"
532,"CONTROLLED SUBSTANCE, POSSESS."
537,"GAMBLING 2, PROMOTING"
544,"GAMBLING 2, PROMOTING, UNCLASSIF"
548,"GAMBLING, DEVICE, POSSESSION"
553,"GAMBLING 1, PROMOTING"
557,"GAMBLING 1, PROMOTING"
563,PROSTITUTION
565,"PROSTITUTION, PATRONIZING 4"
574,"PROSTITUTION, PERMITTING"
576,"PROSTITUTION 4, PROMOTING&SECUR"
577,CANNABIS POSSESSION
578,"CANNABIS POSSESSION, 3"
579,"CANNABIS POSSESSION, 2&1"
580,CANNABIS SALE
581,"CANNABIS SALE, 3"
582,"CANNABIS SALE, 2&1"
583,"CANNABIS SALE, AGGRAVATED"
584,"PROSTITUTION 3, PROMOTING UNDE"
585,"PROSTITUTION 3, PROMOTING BUSIN"
586,SEX TRAFFICKING
591,"OBSCENITY, PERFORMANCE 3"
594,OBSCENITY 1
595,UNLAWFUL POSS. WEAPON UPON SCH
596,OBSCENE MATERIAL - UNDER 17 YE
625,DISORDERLY CONDUCT
627,"DIS. CON., AGGRAVATED"
633,EXPOSURE OF A PERSON
637,"HARASSMENT, SUBD 1"
638,"HARASSMENT, SUBD 3, 5"
639,AGGRAVATED HARASSMENT 2
640,AGGRAVATED HARASSMENT 1
643,"ASSEMBLY, UNLAWFUL"
644,"FALSE REPORT 1, FIRE"
645,FALSE ALARM FIRE
647,FALSE REPORT BOMB
649,FALSE REPORT UNCLASSIFIED
652,RIOT 2/INCITING
658,(null)
659,"NUISANCE, CRIMINAL, UNCLASSIFIED"
660,(null)
661,"LEWDNESS, PUBLIC"
662,MATERIAL OFFENSIV
663,SUPP. ACT TERR 2ND
665,MAKING TERRORISTIC THREAT
672,RIOT 1
681,"CHILD, ENDANGERING WELFARE"
687,"CHILD, OFFENSES AGAINST"
688,"INCOMPETENT PERSON, RECKLESSY ENDANGERING"
694,INCEST 3
695,CHILD ABANDONMENT
696,PROMOTING A SEXUAL PERFORMANCE
697,USE OF A CHILD IN A SEXUAL PER
698,"INCOMPETENT PERSON, KNOWINGLY ENDANGERING"
701,"BRIBERY, COMMERCIAL"
703,"CHECK, BAD"
705,"FORGERY, ETC.-MISD."
706,"RECORDS, FALSIFY-TAMPER"
707,"IMPERSONATION 2, PUBLIC SERVAN"
708,"IMPERSONATION 1, POLICE OFFICE"
711,TAMPERING WITH A WITNESS
718,"FRAUD, UNCLASSIFIED-MISDEMEANOR"
719,"FRAUD, UNCLASSIFIED-MISDEMEANOR"
721,"BRIBERY, FRAUD"
724,"FORGERY-ILLEGAL POSSESSION, VEH"
725,"FORGERY, M.V. REGISTRATION"
727,"FORGERY, PRESCRIPTION"
729,"FORGERY, ETC., UNCLASSIFIED-FELO"
731,SALE OF UNAUTHORIZED RECORDING
733,ENTERPRISE CORRUPTION
737,"USURY, CRIMINAL"
739,"FRAUD, UNCLASSIFIED-FELONY"
742,ESCAPE 3
744,BAIL JUMPING 3
746,"PERJURY 3, ETC."
748,"CONTEMPT, CRIMINAL"
750,RESISTING ARREST
759,"PUBLIC ADMINISTATION, UNCLASS M"
760,"BRIBERY, PUBLIC ADMINISTRATION"
762,"ESCAPE 2, 1"
764,BAIL JUMPING 1 & 2
766,"PERJURY 2, 1"
770,COMPUTER UNAUTH. USE/TAMPER
771,(null)
772,COMPUTER TAMPER/TRESSPASS
775,MONEY LAUNDERING 1 & 2
777,(null)
779,"PUBLIC ADMINISTRATION, UNCLASSI"
780,"NUISANCE, CRIMINAL"
781,CRIMINAL DISPOSAL FIREARM 1
782,"WEAPONS, POSSESSION, ETC"
784,"WEAPONS, MFR, ETC"
785,WEAPONS DISPOSITION OF
786,UNFINSH FRAME 2
788,"FIREWORKS, SALE"
789,"FIREWORKS, POSSESS/USE"
792,CRIMINAL POSSESSION WEAPON
793,WEAPONS POSSESSION 3
794,"MANUFATURE, TRANSPORT, ETC"
797,CRIM POS WEAP 4
798,FIREARMS LICENSING LAWS
799,"PUBLIC SAFETY, UNCLASSIFIED MIS"
802,ALCOHOLIC BEVERAGE CONTROL LAW
803,"A.B.C., FALSE PROOF OF AGE"
808,TAX LAW
809,TAX LAW
817,TORTURE/INJURE ANIMAL CRUELTY
818,ABANDON ANIMAL
827,GENERAL BUSINESS LAW / UNCLASSIFIED
841,"PUBLIC HEALTH LAW, UNCLASSIFIED"
844,CAUSE SPI/KILL ANIMAL
847,"NY STATE LAWS, UNCLASSIFIED FEL"
848,"NY STATE LAWS, UNCLASSIFIED MIS"
849,"NY STATE LAWS, UNCLASSIFIED VIO"
862,"ALCOHOLIC BEVERAGES, PUBLIC CON"
872,"NOISE, UNECESSARY"
874,"PEDDLING, UNLAWFUL"
877,UNLAWFUL DISCLOSURE OF AN INTIMATE IMAGE
878,"ADM.CODE, UNCLASSIFIED MISDEMEA"
879,"ADM.CODE, UNCLASSIFIED VIOLATIO"
899,"PARKR&R, UNCLASSIFIED VIOLATION"
904,"INTOXICATED DRIVING, ALCOHOL"
905,"INTOXICATED DRIVING, ALCOHOL"
906,"IMPAIRED DRIVING, DRUGS"
907,"IMPAIRED DRIVING, DRUG"
909,IMPAIRED DRIVING / ALCOHOL
916,LEAVING SCENE-ACCIDENT-PERSONA
918,RECKLESS DRIVING
922,"TRAFFIC, UNCLASSIFIED MISDEMEAN"
939,IMPROPER LIGHTS
940,LEAVING THE SCENE / PROPERTY DAMAGE / INJURED ANIMAL
961,FAIL TO SIGNAL
965,FAIL TO STOP ON SIGNAL
968,UNLICENSED OPERATOR
969,"TRAFFIC, UNCLASSIFIED INFRACTIO"
972,SEAT BELTS
973,USE CELL PHONE WHILE DRIVING
997,UNCLASSIFIED
